Number,Title,writer,view,date
12682,2020학년도 여름방학 진로탐색 집단상담 프로그램 신청 안내,학생생활상담소,356,20200706
12681,교섭요구 노동조합의 확정 공고,총무과,152,20200706
12680,㈜에코프로와 함꼐하는 대학생 봉사단 에코 브리지 1기 모집 홍보,학생과,486,20200703
12679,2020학년도 하계 방학 중 해드림 농어촌봉사활동 참가팀 모집,학생과,368,20200706
12678,[외국인유학생] 경영분야 언택트 채용대비 모의면접,국제교류본부,107,20200702
12677,2020학년도 후기 대학원(일반대학원) 입학전형 합격자 발표,입학본부 입학과,963,20200703
12676,2021년도 일본정부(문부과학성) 장학금 연구유학생 및 일한공동고등교육 유학생 교류사업(석 ...,국제교류본부,230,20200701
12675,충북대학교 『학연산공동기술연구원』 일반기업실 입주기업 모집 공고(20년 8월 1일자),학연산공동기술연구원,106,20200701
12674,`20학년도 2학기 대학(원) 재학생 등록금 분할납부 신청 안내,재무과,1808,20200701
12673,`20학년도 후기 대학원 입학전형 합격자 등록금 납부 안내,재무과,896,20200701
12672,`20학년도 2학기 대학(원) 재입학생 등록금 납부 안내,재무과,1432,20200701
12671,통일교육 학생동아리 추가 모집,통일교육 사업단,241,20200630
12670,★코로나19 예방을 위한 올바른 소독방법 3편 (올바른 소독방법),총무과,62,20200630
12669,★코로나19 예방을 위한 올바른 소독방법 2편 (올바른 소독제 만들기),총무과,45,20200630
12668,★코로나19 예방을 위한 올바른 소독방법 1편 (소독 전 준비사항),총무과,48,20200630
12667,LH 청년위원회 청년위원 모집 알림,학생과,491,20200629
12666,2020년 2학기 학생예비군 전입신고 안내,예비군연대,433,20200629
12665,2020 Study in Korea Online Education Fair(July) /  ...,국제교류본부,209,20200629
12664,제13회 독서감상문대회 공감의 창 심사 결과 안내,의사소통센터,516,20200626
12663,공공연대노동조합 교섭요구 사실의 공고,총무과,180,20200626
12662,2020학년도 후기 대학(학부 신편입학) 외국인특별전형 화상면접 및 서류평가 안내,국제교류본부,323,20200625
12661,코로나19) 체육진흥원 학내체육시설 사용중지 및 피트니스센터 임시휴관 재연장 안내,체육진흥원,489,20200624
12660,2020학년도 하계 LEVEL-UP 영어캠프 참가자 모집 안내,국제교류본부,765,20200623
12659,충북대 사범대 등 2개동 내진보강공법 제안 공고,시설과,460,20200622
12658,2020년도 충북청주 강소연구개발특구 세부지원 사업 3차 공고,강소특구지원팀,154,20200622
12657,충북대학교 강사 공개채용  [창의융합교육본부] 채용분야별 합격자 명단 공고,창의융합교육본부,437,20200619
12656,2020학년도 여름학기 외국어강좌 접수 안내,국제교류본부,517,20200619
12655,충북대학교대학원시행세칙 일부개정세칙(안) 의견수렴,대학원정책실,110,20200619
12654,충북대학교 학칙 일부개정학칙(안) 행정예고,교무과,146,20200619
12653,콕 집는 핀셋형 의사소통교육 프로그램 교육수요자 요구 조사 안내,창의융합교육본부,187,20200619
12652,2020학년도 제2학기 강사(사회과학대학) 채용분야별 합격자 명단 공고,사회과학대학,150,20200619
12651,충북대학교 강사 공개채용 [자연과학대학] 채용분야별 합격자 명단 공고,자연과학대학,141,20200619
12650,생협 별빛식당 근로학생 모집,생활협동조합,370,20200618
12649,충북대학교 수의과대학 부속동물병원 운영 규정 일부개정 규정(안) 행정예고,수의과대학,35,20200618
12648,충북대학교 옛 사진 수집 공모전 안내,기록관,411,20200617
12647,2020년 국립대학 육성사업 강사 연구역량강화사업 신청 안내,산학연구본부,228,20200617
12646,2020년 국립대학 육성사업 연구역량강화사업 신청 안내,산학연구본부,369,20200617
12645,청주개신 행복주택 입주자모집 알림,학생과,668,20200617
12644,[충북대학교 창업지원단] 2020년 창업동아리 모집공고,창업지원단,314,20200616
12643,2020-2학기 온라인 학기제 파견 교환학생(어학) 선발안내,국제교류본부,582,20200615
12642,LH 청주 개신 행복주택 안내,학생과,1656,20200612
12641,카페쿠비앤유3호점 주말 근로학생 모집,생활협동조합,1208,20200612
12640,충북대글로벌벤처센터 입주기업 모집,G테크벤처센터,125,20200612
12639,법학연구소 초청강연회 개최,법학연구소,273,20200611
12638,2020학년도 후기 대학원(일반대학원) 입학고사 안내,입학본부 입학과,1433,20200610
12637,[경찰대학] 2020학년도 치안대학원 외국인유학생 특별전형 신입생 모집,국제교류본부,130,20200610
12636,[평생교육원] 2020학년도 제2학기 신규교과목 개설 신청 안내,평생교육원,350,20200609
12635,2020년도 통일교육 학생동아리 모집,통일교육 사업단,409,20200608
12634,★ [코로나19 공지] (신청대상확대)학생생활관 2020학년도 제1학기 정기(기말) 대면시 ...,학생생활관,1279,20200605
12633,사회봉사교과목 설문조사 안내,학생과,359,20200605
12632,2020년도 충북청주 강소연구개발특구 이노폴리스캠퍼스 사업 창업자 모집 공고,산학협력단,203,20200604
12631,2020학년도 여름학기 토익특별반 접수 안내,국제교류본부,661,20200604
12630,2020학년도 하계 대학원 논문제출자격 외국어시험 대체강좌 안내,국제교류본부,1178,20200604
12629,[긴급] 대표홈페이지 보안수정사항 적용을 위한 서비스 일시,대외협력부,103,20200604
12628,2020.후기 대학원(일반대학원) 지원(인터넷원서접수)자에 대한 안내,입학본부 입학과,552,20200603
12627,2020년도 충북청주 강소연구개발특구 세부지원 사업 2차 공고,강소특구지원팀,99,20200602
12626,[긴급] 대표홈페이지 보안수정사항 적용을 위한 서비스 일시,대외협력부,208,20200602
12625,2020학년도 1학기 ZOOM 온라인 학습법 특강 안내,스마트교수학습개발원,1431,20200601
12624,충북대학교 취업 및 창업지원위원회 규정 일부개정 규정(안) 행정예고 및 의견수렴,취업지원본부,68,20200601
12623,독서 모임 ‘책으로 통(通)하다’ 제36기(온라인) 참여자 모집(연장),의사소통센터,2094,20200520
12622,2020 미래형 과학꿈나무 교실 대학생 멘토 모집 안내,과학기술진흥센터,582,20200529
12621,2020 창의적 아이디어 공모전 개최,공학교육혁신센터,454,20200529
12620,★  제 14기 충북대학교 공식 학생홍보대사 최종 합격자 공고 ★,대외협력부,956,20200529
12619,(추가모집)2020년 청년취업아카데미 창직과정 창직Team 모집 공고,학연산공동기술연구원,293,20200526
12618,충북대학교 수의과대학 부속 수의학교육실 규정 제정(안) 행정예고 및 의견수렴,수의과대학,62,20200527
12617,(변경) 2020학년도 후기 외국인 대학원 신입생 특별장학생 선발 안내,국제교류본부,541,20200428
12616,충북대학교 2020. 1학기 비교과과정 운영 프로그램 안내,교무과,370,20200527
12615,2020-1학기 제 14기 충북대학교 공식학생홍보대사 1차 서류 합격자 발표,대외협력부,861,20200526
12614,2020년 21기 하계 대학생 재능봉사 캠프 멘토 모집,학생과,1268,20200526
12613,"CJ와 함께하는 온라인 직무 멘토링, 랜선잡(Job)담(Talk) 참여 대학생 모집 홍보 ...",학생과,388,20200525
12612,★ [코로나 19 공지] 2020-1학기 재택(비대면)수업 연장 안내,학사지원과,20240,20200420
12611,"★ [코로나19 공지] 2020학년도 학사일정 변경 안내 (english, china)",교무과,31467,20200212
12610,충북대학교 교육공무원 공무국외여행 규정 전부개정규정(안) 행정예고,교무과,79,20200522
12609,2020-2학기 중국어권 자매대학 파견 교환학생 추가 선발안내,국제교류본부,238,20200521
12608,임상시험 전문인력 양성사업 설명회,대학일자리센터,235,20200521
12607,2020-2학기 학기제 파견 교환학생(어학) 추가 선발안내,국제교류본부,364,20200521
12606,충북 임상시험 전문인력 양성사업 참여학생 모집,대학일자리센터,363,20200521
12605,충북대 글로벌[G]-테크벤처센터(BI) 기업 모집 공고,G테크벤처센터,60,20200521
12604,★ 충북대학교 공식 학생홍보대사 해울 14기 모집 (접수기간 연장) ★,대외협력부,633,20200520
12603,2020 전기 자연계 대학원 전문연구요원 편입대상자 선발 공고 안내,산학협력단,85,20200520
12602,2021 풀브라이트 미국 대학원 장학 프로그램 안내,국제교류본부,362,20200520
12601,2020학년도 후기 대학원(일반대학원) 입학원서 접수안내,입학본부 입학과,765,20200520
12600,2020년 제3회 충북대학교 대학평의원회 정기회 결과 공개,대학평의원회,135,20200519
12599,연구장비엔지니어양성사업(장비개발) 행정원 대체인력 모집 공고,연구장비개발,150,20200519
12598,2020년 스타 액츄얼리 지원사업 참가자 모집 공고,취업지원본부,460,20200518
12597,(도서관 골든마일리지상 도전) Round 2. 온라인 정보사냥대회 (~ 5.31.),도서관,318,20200518
12596,2020. 대신정기화물 호기심끼장학생 선발  기간 연장 안내,발전기금재단,641,20200515
12595,2020년 상반기 모범공무원 정부포상 후보자 공개검증,총무과,207,20200515
12594,충북대학교 전임교원 겸직 허가 지침 제정(안) 행정예고,교무과,168,20200513
12593,코로나19 관련 생활 속 거리두기 방역수칙 및 긴급재난지원금 안내 다국어 번역 파일 안내 ...,총무과,199,20200513
12592,(3차모집)2020년 청년취업아카데미 창직과정 창직Team 모집,학연산공동기술연구원,395,20200512
12591,2020 설계연구동아리 모집(~5/29),공학교육혁신센터,381,20200512
12590,2020-2학기 학기제 파견 교환학생(어학) 선발안내,국제교류본부,617,20200506
12589,대학가 신학기 출판물 불법복제 예방 공모전 안내,학생과,238,20200508
12588,2020년 제2회 충북대학교 대학평의원회(임시회) 결과 공개,대학평의원회,316,20200507
12587,제1회 대학생 미디어 콘텐츠 공모전 안내,학생과,380,20200507
12586,2020학년도 1학기 학습법 온라인 특강 운영 안내,교수학습센터,848,20200507
12585,2020학년도 충북금연지원센터 금연희망자 모집,건강센터 보건진료원,187,20200507
12584,"2020년도 후기대학원 국내유일 『연구장비개발 전공』 석사, 박사, 석·박사 통합과정 신입 ...",물리학과 연구장비개발 전공,101,20200507
12583,`20학년도 1학기 대학(원) 재학생 등록금 최종 납부 안내,재무과,282,20200506
12582,농촌체험 연계 가치공감 확산 프로그램 희망 단체 모집,학생과,181,20200506
12581,청주시립미술관 홍보 서포터즈 모집,대외협력부,357,20200506
12580,2020학년도 후기 충북대학교 대학원별 원서접수 일정 안내,입학본부 입학과,652,20200506
12579,2020학년도 1학기 사회봉사 교과목 업로드 기간 안내,학생과,751,20200504
12578,2020년 K-Move스쿨 프랑스 물류· 서비스 취업과정 추가모집,취업지원본부,129,20200504
12577,코로나19) 학내체육시설물 임시 사용 중지 및 피트니스센터 임시 휴관 재연장 추가 안내  ...,체육진흥원,274,20200504
12576,SW중심대학사업단 창업 액셀러레이션 2차 추가 모집 공고,SW중심대학사업단,146,20200504
12575,2020년도 국비유학(연수)생 모집 안내,국제교류본부,297,20200504
12574,2020년 대신정기화물 호기심·끼 장학생 선발 안내,발전기금재단,1030,20200504
12573,제3회 도서관 골든마일리지 행사 안내,도서관,484,20200429
12572,(제3회 도서관 골든 마일리지상 도전) Round 1. 독후감 공모전,도서관,535,20200429
12571,2020년도 충북청주 강소연구개발특구 세부지원 사업 공고,강소특구지원팀,174,20200428
12570,1학기 생활협동조합 매장 운영 안내,충북대학교 생활협동조합,474,20200428
12569,2020학년도 후기 교육대학원 신입생 모집 안내,교육대학원,70,20200427
12568,2020학년도 봄학기 제2기 외국어강좌 접수 안내,국제교류본부,355,20200424
12567,★ [코로나 19 공지] 학내체육시설물 임시 사용 중지 및 피트니스센터 임시 휴관 재연장  ...,체육진흥원,1106,20200423
12566,2020학년도 후기 대학원(일반대학원) 신입생 모집 안내,입학본부 입학과,1146,20200424
12565,"[ 비대면 소통 이벤트 ] 충북대학교의 봄, 캠퍼스에 봄이 왔나 봄~",대외협력부,1004,20200424
12564,2020-2학기 중국어권 자매대학 파견 교환학생 선발안내,국제교류본부,233,20200422
12563,충북대 글로벌[G]-테크벤처센터(BI) 입주기업 모집 공고,G테크벤처센터,81,20200422
12562,충북대학교 소비자생활협동조합 제8차 서면총회-이사장선출안 서면결의 공고,충북대학교 생활협동조합,69,20200422
12561,(추가모집)2020년 청년취업아카데미 창직과정 창직Team 모집 공고,학연산공동기술연구원,300,20200423
12560,(변경) 2020학년도 후기 대학(원) 외국인특별전형 원서접수 안내,국제교류본부,7582,20200421
12559,2020년 K-Move스쿨 프랑스 물류· 서비스 취업과정 참여자모집,취업지원본부,383,20200421
12558,충북대학교 전공알림단 모집,입학과,1699,20200420
12557,제13회 독서감상문대회 공감의 창 개최 안내,의사소통교육센터,852,20200420
12556,2020학년도 충북금연지원센터 금연희망자 모집,건강센터 보건진료원,308,20200420
12555,2020년 학군사관후보생 선발 일정 조정 안내,학군단,223,20200420
12554,제13기 ACC 대학생 기자단 모집 홍보,학생과,439,20200417
